Sort,YEAR,PROJECT_CODE,SURVEY_AREA,BED,STATION_ID,STATION_TYPE,DATE_SET,VESSEL_NAME,SPECIES_CODE,SEX_CODE,CONDITION_CODE,SCAL_SIZE_CLASS,SHELL_HEIGHT_MM,SCALLOP_MATURITY_CODE,SCAL_GONAD_COND,AGE_STRUCTURE_COLLECTED,AGE_STRUCTURE_TYPE_CODE,WEIGHT_KG,MEAT_WEIGHT_GRAMS,EPIBIONT_WEIGHT_GRAMS,MUD_BLISTER_CODE,OTHER_WORM_CODE,MEAT_CONDITION,D1,D2,D3,SAMPLER,FIRST_ANNULUS_FIELD,FIELD_AGE,FIELD_AGER,AGE_ESTIMATED,Event_ID,Scallop_Number,Age 1,Age 1 First Ann,Age 1 Readability,Age 1 Cmts,Ager 1,Age 1 Date,Age 2,Age 2 First Ann,Age 2 Readability,Age 2 Cmts,Ager 2,Age 2 Date,QC_Comments,Need_Resolving,Resolved_Age,Resolved_Age_QC,Date_Resolved,Released_Age
1856,2017,D07,Kodiak Scallop Dredge,KNE6,KT 189,Standard,6/2/2017 0:00,Provider,850,9,1,2,41,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07019,16,1,26,2,,Joe Loboy,1/26/2018 0:00,1,31,9,plus,Carla Milburn,1/24/2018 0:00,,,,,,1
1857,2017,D07,Kodiak Scallop Dredge,KNE6,KT 189,Standard,6/2/2017 0:00,Provider,850,9,1,2,42,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07019,17,1,27,2,,Joe Loboy,1/26/2018 0:00,1,27,9,plus,Carla Milburn,1/24/2018 0:00,,,,,,1
1858,2017,D07,Kodiak Scallop Dredge,KNE6,KT 189,Standard,6/2/2017 0:00,Provider,850,9,1,2,40,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07019,18,1,26,2,,Joe Loboy,1/26/2018 0:00,1,25,9,plus,Carla Milburn,1/24/2018 0:00,,,,,,1
1859,2017,D07,Kodiak Scallop Dredge,KNE6,KT 189,Standard,6/2/2017 0:00,Provider,850,9,1,2,37,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07019,19,1,27,2,,Joe Loboy,1/26/2018 0:00,1,24,9,plus,Carla Milburn,1/24/2018 0:00,,,,,,1
1860,2017,D07,Kodiak Scallop Dredge,KNE6,KT 189,Standard,6/2/2017 0:00,Provider,850,9,1,2,30,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07019,20,1,20,2,,Joe Loboy,1/26/2018 0:00,1,22,9,,Carla Milburn,1/24/2018 0:00,,,,,,1
1861,2017,D07,Kodiak Scallop Dredge,KNE6,KT 189,Standard,6/2/2017 0:00,Provider,850,,52,,129,,,,,,,,0,0,,A,,,JDM,,,,,2017D07019,21,8,22,3,,Joe Loboy,1/26/2018 0:00,8,22,9,,Carla Milburn,1/26/2018 0:00,,,,,,8
1862,2017,D07,Kodiak Scallop Dredge,KNE6,KS 190,Standard,6/2/2017 0:00,Provider,850,1,1,1,153,,4,1,TopShell,0.29,35.18,,0,0,G,A,,,JDM,,,,,2017D07020,1,15,119,3,,Joe Loboy,1/26/2018 0:00,13,24,9,,Carla Milburn,1/12/2018 0:00,,,,,,13
1863,2017,D07,Kodiak Scallop Dredge,KNE6,KS 190,Standard,6/2/2017 0:00,Provider,850,2,1,1,143,,4,1,TopShell,0.22,28.41,,0,0,G,A,,,JDM,,,,,2017D07020,2,8,20,3,7?,Joe Loboy,1/26/2018 0:00,8,21,9,,Carla Milburn,1/12/2018 0:00,,,,,,8
1864,2017,D07,Kodiak Scallop Dredge,KNE6,KS 190,Standard,6/2/2017 0:00,Provider,850,2,1,1,132,,2,1,TopShell,0.19,25.35,,0,0,G,A,,,JDM,,,,,2017D07020,3,8,19,3,,Joe Loboy,1/26/2018 0:00,11,18,9,,Carla Milburn,1/12/2018 0:00,,,,,,11
1865,2017,D07,Kodiak Scallop Dredge,KNE6,KS 190,Standard,6/2/2017 0:00,Provider,850,1,1,1,134,,4,1,TopShell,0.21,23.01,,0,0,G,G,,,JDM,,,,,2017D07020,4,7,18,3,,Joe Loboy,1/26/2018 0:00,7,21,9,,Carla Milburn,1/12/2018 0:00,,,,,,7
1866,2017,D07,Kodiak Scallop Dredge,KNE6,KS 190,Standard,6/2/2017 0:00,Provider,850,1,1,1,114,,4,1,TopShell,0.13,16.95,,0,0,G,A,,,JDM,,,,,2017D07020,5,5,25,3,,Joe Loboy,1/26/2018 0:00,5,22,9,plus,Carla Milburn,1/12/2018 0:00,,,,,,5
1867,2017,D07,Kodiak Scallop Dredge,KNE6,KS 190,Standard,6/2/2017 0:00,Provider,850,1,1,1,144,,4,1,TopShell,0.19,26.19,,0,0,G,A,,,JDM,,,,,2017D07020,6,12,17,3,,Joe Loboy,1/26/2018 0:00,11,25,9,low confidence,Carla Milburn,1/12/2018 0:00,,,,,,11
1868,2017,D07,Kodiak Scallop Dredge,KNE6,KS 190,Standard,6/2/2017 0:00,Provider,850,2,1,1,137,,4,1,TopShell,0.21,24.18,,0,0,G,A,,,JDM,,,,,2017D07020,7,8,22,3,,Joe Loboy,1/26/2018 0:00,8,24,9,,Carla Milburn,1/12/2018 0:00,,,,,,8
1869,2017,D07,Kodiak Scallop Dredge,KNE6,KS 190,Standard,6/2/2017 0:00,Provider,850,2,1,1,141,,4,1,TopShell,0.23,27.22,,0,0,G,A,,,JDM,,,,,2017D07020,8,12,21,3,,Joe Loboy,1/26/2018 0:00,11,24,9,,Carla Milburn,1/12/2018 0:00,,,,,,11
1870,2017,D07,Kodiak Scallop Dredge,KNE6,KS 190,Standard,6/2/2017 0:00,Provider,850,1,1,1,120,,4,1,TopShell,0.14,15,,0,0,G,A,,,JDM,,,,,2017D07020,9,6,16,3,,Joe Loboy,1/26/2018 0:00,6,22,9,low confidence,Carla Milburn,1/12/2018 0:00,,,,,,6
1871,2017,D07,Kodiak Scallop Dredge,KNE6,KS 190,Standard,6/2/2017 0:00,Provider,850,2,1,1,117,,3,1,TopShell,0.13,16.23,,0,0,G,B,,,JDM,,,,,2017D07020,10,6,18,3,,Joe Loboy,1/26/2018 0:00,6,21,9,,Carla Milburn,1/12/2018 0:00,,,,,,6
1872,2017,D07,Kodiak Scallop Dredge,KNE6,KS 190,Standard,6/2/2017 0:00,Provider,850,2,1,2,84,,3,,,,,,0,0,,A,,,JDM,,,,,2017D07020,11,3,16,2,,Joe Loboy,1/26/2018 0:00,3,16,9,plus,Carla Milburn,1/24/2018 0:00,,,,,,3
1873,2017,D07,Kodiak Scallop Dredge,KNE6,KS 190,Standard,6/2/2017 0:00,Provider,850,2,1,2,85,,3,,,,,,0,0,,A,,,JDM,,,,,2017D07020,12,3,16,2,,Joe Loboy,1/26/2018 0:00,3,18,9,plus,Carla Milburn,1/24/2018 0:00,,,,,,3
1874,2017,D07,Kodiak Scallop Dredge,KNE6,KS 190,Standard,6/2/2017 0:00,Provider,850,1,1,2,80,,3,,,,,,0,0,,A,,,JDM,,,,,2017D07020,13,3,14,2,,Joe Loboy,1/26/2018 0:00,3,19,9,plus/ 2 at 42.57/ 3 at 65,Carla Milburn,1/24/2018 0:00,,,,,,3
1875,2017,D07,Kodiak Scallop Dredge,KNE6,KS 190,Standard,6/2/2017 0:00,Provider,850,9,1,2,67,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07020,14,2,20,2,,Joe Loboy,1/26/2018 0:00,2,22,9,plus,Carla Milburn,1/24/2018 0:00,,,,,,2
1876,2017,D07,Kodiak Scallop Dredge,KNE6,KS 190,Standard,6/2/2017 0:00,Provider,850,9,1,2,59,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07020,15,2,18,2,,Joe Loboy,1/26/2018 0:00,2,20,9,plus,Carla Milburn,1/24/2018 0:00,,,,,,2
1877,2017,D07,Kodiak Scallop Dredge,KNE6,KS 190,Standard,6/2/2017 0:00,Provider,850,9,1,2,54,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07020,16,2,17,2,,Joe Loboy,1/26/2018 0:00,2,19,9,plus/ 2 at 40.74,Carla Milburn,1/24/2018 0:00,,,,,,2
1878,2017,D07,Kodiak Scallop Dredge,KNE6,KS 190,Standard,6/2/2017 0:00,Provider,850,9,1,2,55,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07020,17,2,18,2,,Joe Loboy,1/26/2018 0:00,2,18,9,plus,Carla Milburn,1/24/2018 0:00,,,,,,2
1879,2017,D07,Kodiak Scallop Dredge,KNE6,KS 190,Standard,6/2/2017 0:00,Provider,850,9,1,2,54,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07020,18,2,17,2,,Joe Loboy,1/26/2018 0:00,2,22,9,plus,Carla Milburn,1/24/2018 0:00,,,,,,2
1880,2017,D07,Kodiak Scallop Dredge,KNE6,KS 190,Standard,6/2/2017 0:00,Provider,850,9,1,2,58,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07020,19,2,16,2,,Joe Loboy,1/26/2018 0:00,2,18,9,plus,Carla Milburn,1/24/2018 0:00,,,,,,2
1881,2017,D07,Kodiak Scallop Dredge,KNE6,KS 190,Standard,6/2/2017 0:00,Provider,850,9,1,2,39,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07020,20,1,22,2,,Joe Loboy,1/26/2018 0:00,1,22,9,plus,Carla Milburn,1/24/2018 0:00,,,,,,1
1882,2017,D07,Kodiak Scallop Dredge,KNE3,JZ 200,Standard,6/3/2017 0:00,Provider,850,9,1,2,50,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07031,15,1,20,2,,Joe Loboy,1/26/2018 0:00,1,31,9,plus,Carla Milburn,1/24/2018 0:00,,,,,,1
1883,2017,D07,Kodiak Scallop Dredge,KNE3,JZ 200,Standard,6/3/2017 0:00,Provider,850,9,1,2,52,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07031,16,1,29,2,,Joe Loboy,1/26/2018 0:00,1,29,9,plus,Carla Milburn,1/24/2018 0:00,,,,,,1
1884,2017,D07,Kodiak Scallop Dredge,KNE3,JZ 200,Standard,6/3/2017 0:00,Provider,850,9,1,2,51,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07031,17,1,30,2,,Joe Loboy,1/26/2018 0:00,1,32,9,plus,Carla Milburn,1/24/2018 0:00,,,,,,1
1885,2017,D07,Kodiak Scallop Dredge,KNE3,JZ 200,Standard,6/3/2017 0:00,Provider,850,9,1,2,48,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07031,18,1,27,2,,Joe Loboy,1/26/2018 0:00,1,30,9,plus,Carla Milburn,1/24/2018 0:00,,,,,,1
1886,2017,D07,Kodiak Scallop Dredge,KNE3,JZ 200,Standard,6/3/2017 0:00,Provider,850,9,1,2,43,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07031,19,1,25,2,,Joe Loboy,1/26/2018 0:00,1,25,9,plus,Carla Milburn,1/24/2018 0:00,,,,,,1
1887,2017,D07,Kodiak Scallop Dredge,KNE3,JZ 200,Standard,6/3/2017 0:00,Provider,850,9,1,2,21,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07031,20,0,,2,,Joe Loboy,1/26/2018 0:00,0,21,9,plus,Carla Milburn,1/24/2018 0:00,,,,,,0
1888,2017,D07,Kodiak Scallop Dredge,KNE3,KA 201,Standard,6/3/2017 0:00,Provider,850,1,1,2,100,,4,,,,,,0,0,,G,,,JDM,,,,,2017D07032,11,2,25,2,3?,Joe Loboy,1/26/2018 0:00,3,27,9,plus,Carla Milburn,1/24/2018 0:00,,,,,,3
1889,2017,D07,Kodiak Scallop Dredge,KNE3,KA 201,Standard,6/3/2017 0:00,Provider,850,2,1,2,92,,3,,,,,,0,0,,B,,,JDM,,,,,2017D07032,12,2,22,2,3?,Joe Loboy,1/26/2018 0:00,3,21,9,plus,Carla Milburn,1/24/2018 0:00,,,,,,3
1890,2017,D07,Kodiak Scallop Dredge,KNE3,KA 201,Standard,6/3/2017 0:00,Provider,850,9,1,2,50,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07032,13,1,24,2,,Joe Loboy,1/26/2018 0:00,1,31,9,plus,Carla Milburn,1/24/2018 0:00,,,,,,1
1891,2017,D07,Kodiak Scallop Dredge,KNE3,KA 201,Standard,6/3/2017 0:00,Provider,850,9,1,2,53,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07032,14,1,30,2,,Joe Loboy,1/26/2018 0:00,1,32,9,plus,Carla Milburn,1/24/2018 0:00,,,,,,1
1892,2017,D07,Kodiak Scallop Dredge,KNE3,KA 201,Standard,6/3/2017 0:00,Provider,850,9,1,2,54,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07032,15,1,26,2,,Joe Loboy,1/26/2018 0:00,1,29,9,plus,Carla Milburn,1/24/2018 0:00,,,,,,1
1893,2017,D07,Kodiak Scallop Dredge,KNE3,KA 201,Standard,6/3/2017 0:00,Provider,850,9,1,2,18,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07032,16,0,,2,,Joe Loboy,1/26/2018 0:00,0,18,9,shell height noted,Carla Milburn,1/24/2018 0:00,,,,,,0
1894,2017,D07,Kodiak Scallop Dredge,KNE3,KA 201,Standard,6/3/2017 0:00,Provider,850,9,1,2,17,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07032,17,0,,2,,Joe Loboy,1/26/2018 0:00,0,17,9,shell height noted,Carla Milburn,1/24/2018 0:00,,,,,,0
1895,2017,D07,Kodiak Scallop Dredge,KNE3,KB 200,Standard,6/3/2017 0:00,Provider,850,1,1,2,92,,4,,,,,,0,0,,A,,,JDM,,,,,2017D07033,11,2,38,2,,Joe Loboy,1/26/2018 0:00,2,37,9,plus,Carla Milburn,1/24/2018 0:00,,,,,,2
1896,2017,D07,Kodiak Scallop Dredge,KNE3,KB 200,Standard,6/3/2017 0:00,Provider,850,1,1,2,95,,4,,,,,,0,0,,A,,,JDM,,,,,2017D07033,12,3,25,2,,Joe Loboy,1/26/2018 0:00,3,26,9,plus,Carla Milburn,1/24/2018 0:00,,,,,,3
1897,2017,D07,Kodiak Scallop Dredge,KNE3,KB 200,Standard,6/3/2017 0:00,Provider,850,9,1,2,57,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07033,13,1,30,2,,Joe Loboy,1/26/2018 0:00,1,31,9,plus,Carla Milburn,1/24/2018 0:00,,,,,,1
1898,2017,D07,Kodiak Scallop Dredge,KNE3,KB 200,Standard,6/3/2017 0:00,Provider,850,9,1,2,54,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07033,14,1,33,2,,Joe Loboy,1/26/2018 0:00,1,32,9,plus,Carla Milburn,1/24/2018 0:00,,,,,,1
1899,2017,D07,Kodiak Scallop Dredge,KNE3,KD 202,Standard,6/3/2017 0:00,Provider,850,2,1,1,133,,4,1,TopShell,0.19,22.53,,0,0,G,A,,,JDM,,,,,2017D07035,1,6,21,3,5? With 41mm first,Joe Loboy,1/26/2018 0:00,6,26,9,,Carla Milburn,1/12/2018 0:00,,,,,,6
1900,2017,D07,Kodiak Scallop Dredge,KNE3,KD 202,Standard,6/3/2017 0:00,Provider,850,2,1,1,127,,4,1,TopShell,0.17,21.55,,0,0,G,A,,,JDM,,,,,2017D07035,2,5,27,3,4-6?,Joe Loboy,1/26/2018 0:00,6,26,9,,Carla Milburn,1/12/2018 0:00,,,,,,6
1901,2017,D07,Kodiak Scallop Dredge,KNE3,KD 202,Standard,6/3/2017 0:00,Provider,850,1,1,1,124,,4,1,TopShell,0.16,17.64,,0,0,G,B,,,JDM,,,,,2017D07035,3,4,27,3,,Joe Loboy,1/26/2018 0:00,4,26,9,plus,Carla Milburn,1/12/2018 0:00,,,,,,4
1902,2017,D07,Kodiak Scallop Dredge,KNE3,KD 202,Standard,6/3/2017 0:00,Provider,850,2,1,1,103,,3,1,TopShell,0.09,11.46,,0,0,G,A,,,JDM,,,,,2017D07035,4,3,26,3,,Joe Loboy,1/26/2018 0:00,3,25,9,plus,Carla Milburn,1/12/2018 0:00,,,,,,3
1903,2017,D07,Kodiak Scallop Dredge,KNE3,KD 202,Standard,6/3/2017 0:00,Provider,850,2,1,1,119,,4,1,TopShell,0.14,16.52,,0,0,G,A,,,JDM,,,,,2017D07035,5,4,20,3,,Joe Loboy,1/26/2018 0:00,5,23,9,plus,Carla Milburn,1/12/2018 0:00,,,,,,5
1904,2017,D07,Kodiak Scallop Dredge,KNE3,KD 202,Standard,6/3/2017 0:00,Provider,850,1,1,1,128,,4,1,TopShell,0.17,21.64,,0,0,G,A,,,JDM,,,,,2017D07035,6,6,22,2,,Joe Loboy,1/26/2018 0:00,6,23,9,plus,Carla Milburn,1/12/2018 0:00,,,,,,6
1905,2017,D07,Kodiak Scallop Dredge,KNE3,KD 202,Standard,6/3/2017 0:00,Provider,850,1,1,1,105,,4,1,TopShell,0.1,13.17,,0,0,G,A,,,JDM,,,,,2017D07035,7,3,23,2,,Joe Loboy,1/26/2018 0:00,3,23,9,plus,Carla Milburn,1/12/2018 0:00,,,,,,3
1906,2017,D07,Kodiak Scallop Dredge,KNE3,KD 202,Standard,6/3/2017 0:00,Provider,850,1,1,1,130,,4,1,TopShell,0.18,24.6,,0,0,G,A,,,JDM,,,,,2017D07035,8,6,24,3,,Joe Loboy,1/26/2018 0:00,6,27,9,"may have been a 7, but has broken off?",Carla Milburn,1/12/2018 0:00,,,,,,6
1907,2017,D07,Kodiak Scallop Dredge,KNE3,KD 202,Standard,6/3/2017 0:00,Provider,850,2,1,1,105,,4,1,TopShell,0.1,12.79,,0,0,G,A,,,JDM,,,,,2017D07035,9,3,23,2,,Joe Loboy,1/26/2018 0:00,4,24,9,,Carla Milburn,1/12/2018 0:00,,,,,,4
1908,2017,D07,Kodiak Scallop Dredge,KNE3,KD 202,Standard,6/3/2017 0:00,Provider,850,2,1,1,105,,3,1,TopShell,0.1,13.89,,0,0,G,A,,,JDM,,,,,2017D07035,10,3,26,2,,Joe Loboy,1/26/2018 0:00,4,20,9,"plus, low confidence",Carla Milburn,1/12/2018 0:00,,,,,,4
1909,2017,D07,Kodiak Scallop Dredge,KNE3,KD 202,Standard,6/3/2017 0:00,Provider,850,1,1,2,93,,4,,,,,,0,0,,A,,,JDM,,,,,2017D07035,11,2,37,2,,Joe Loboy,1/26/2018 0:00,2,33,9,plus,Carla Milburn,1/24/2018 0:00,,,,,,2
1910,2017,D07,Kodiak Scallop Dredge,KNE3,KD 202,Standard,6/3/2017 0:00,Provider,850,1,1,2,92,,4,,,,,,0,0,,A,,,JDM,,,,,2017D07035,12,2,34,2,,Joe Loboy,1/26/2018 0:00,2,42,9,plus,Carla Milburn,1/24/2018 0:00,,,,,,2
1911,2017,D07,Kodiak Scallop Dredge,KNE3,KD 202,Standard,6/3/2017 0:00,Provider,850,9,1,2,16,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07035,13,,,9,missing. ,Joe Loboy,1/26/2018 0:00,,,9,missing,Carla Milburn,1/24/2018 0:00,,,,,,
1912,2017,D07,Kodiak Scallop Dredge,KNE3,KD 202,Standard,6/3/2017 0:00,Provider,850,,52,,126,,,,,,,,0,0,,A,,,JDM,,,,,2017D07035,21,35,31,2,,Joe Loboy,1/26/2018 0:00,5,29,9,,Carla Milburn,1/26/2018 0:00,Age 1 entered as 35 - data entry error? Was entering directly into spreadsheet.  Removed. Ear,,,,,
1913,2017,D07,Kodiak Scallop Dredge,KNE3,KE 202,Standard,6/3/2017 0:00,Provider,850,,52,,171,,,,,,,,0,0,,F,,,JDM,,,,,2017D07036,21,,,9,missing. ,Joe Loboy,1/26/2018 0:00,,,9,missing,Carla Milburn,1/26/2018 0:00,,,,,,
1914,2017,D07,Kodiak Scallop Dredge,KNE3,KF 202,Standard,6/3/2017 0:00,Provider,850,2,1,1,115,,4,1,TopShell,0.13,16.77,,0,0,W,A,,,JDM,,,,,2017D07037,1,6,17,2,,Joe Loboy,1/26/2018 0:00,6,25,9,plus,Carla Milburn,1/12/2018 0:00,,,,,,6
1915,2017,D07,Kodiak Scallop Dredge,KNE3,KG 205,Standard,6/3/2017 0:00,Provider,850,9,1,2,48,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07039,11,1,30,2,,Joe Loboy,1/26/2018 0:00,1,29,9,plus,Carla Milburn,1/24/2018 0:00,,,,,,1
1916,2017,D07,Kodiak Scallop Dredge,KNE3,KG 205,Standard,6/3/2017 0:00,Provider,850,9,1,2,43,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07039,12,1,25,2,,Joe Loboy,1/26/2018 0:00,1,27,9,plus,Carla Milburn,1/24/2018 0:00,,,,,,1
1917,2017,D07,Kodiak Scallop Dredge,KNE3,KG 205,Standard,6/3/2017 0:00,Provider,850,9,1,2,41,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07039,13,1,23,2,,Joe Loboy,1/26/2018 0:00,1,29,9,plus,Carla Milburn,1/24/2018 0:00,,,,,,1
1918,2017,D07,Kodiak Scallop Dredge,KNE3,KF 208,Standard,6/4/2017 0:00,Provider,850,9,1,2,17,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07049,12,0,,2,,Joe Loboy,1/26/2018 0:00,0,17,9,shell height noted,Carla Milburn,1/25/2018 0:00,,,,,,0
1919,2017,D07,Kodiak Scallop Dredge,KNE3,KE 208,Standard,6/4/2017 0:00,Provider,850,9,1,2,18,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07050,11,0,,2,,Joe Loboy,1/26/2018 0:00,0,18,9,shell height noted,Carla Milburn,1/25/2018 0:00,,,,,,0
1920,2017,D07,Kodiak Scallop Dredge,KNE3,KD 208,Standard,6/4/2017 0:00,Provider,850,2,1,1,178,,4,1,TopShell,0.52,65.01,76.19,0,0,W,A,,,JDM,,,,,2017D07051,1,17,30,3,,Joe Loboy,1/26/2018 0:00,17,25,9,,Carla Milburn,1/16/2018 0:00,,,,,,17
1921,2017,D07,Kodiak Scallop Dredge,KNE3,KD 208,Standard,6/4/2017 0:00,Provider,850,2,1,1,102,,3,1,TopShell,0.09,13.59,,0,0,G,A,,,JDM,,,,,2017D07051,2,2,38,2,,Joe Loboy,1/26/2018 0:00,2,30,9,,Carla Milburn,1/16/2018 0:00,,,,,,2
1922,2017,D07,Kodiak Scallop Dredge,KNE3,KD 208,Standard,6/4/2017 0:00,Provider,850,1,1,1,103,,3,1,TopShell,0.08,11.78,,0,0,G,A,,,JDM,,,,,2017D07051,3,2,38,2,,Joe Loboy,1/26/2018 0:00,2,30,9,,Carla Milburn,1/16/2018 0:00,,,,,,2
1923,2017,D07,Kodiak Scallop Dredge,KNE3,KD 208,Standard,6/4/2017 0:00,Provider,850,9,1,2,58,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07051,11,1,24,2,,Joe Loboy,1/26/2018 0:00,1,31,9,plus,Carla Milburn,1/25/2018 0:00,,,,,,1
1924,2017,D07,Kodiak Scallop Dredge,KNE3,KD 208,Standard,6/4/2017 0:00,Provider,850,9,1,2,51,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07051,12,1,26,2,,Joe Loboy,1/26/2018 0:00,1,26,9,plus,Carla Milburn,1/25/2018 0:00,,,,,,1
1925,2017,D07,Kodiak Scallop Dredge,KNE3,KD 208,Standard,6/4/2017 0:00,Provider,850,9,1,2,56,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07051,13,1,28,2,,Joe Loboy,1/26/2018 0:00,1,27,9,plus,Carla Milburn,1/25/2018 0:00,,,,,,1
1926,2017,D07,Kodiak Scallop Dredge,KNE3,KD 208,Standard,6/4/2017 0:00,Provider,850,9,1,2,52,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07051,14,1,25,2,,Joe Loboy,1/26/2018 0:00,1,30,9,plus,Carla Milburn,1/25/2018 0:00,,,,,,1
1927,2017,D07,Kodiak Scallop Dredge,KNE3,KD 208,Standard,6/4/2017 0:00,Provider,850,9,1,2,53,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07051,15,1,24,2,,Joe Loboy,1/26/2018 0:00,1,24,9,plus,Carla Milburn,1/25/2018 0:00,,,,,,1
1928,2017,D07,Kodiak Scallop Dredge,KNE3,KD 208,Standard,6/4/2017 0:00,Provider,850,9,1,2,56,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07051,16,1,24,2,,Joe Loboy,1/26/2018 0:00,1,30,9,plus,Carla Milburn,1/25/2018 0:00,,,,,,1
1929,2017,D07,Kodiak Scallop Dredge,KNE3,KD 208,Standard,6/4/2017 0:00,Provider,850,9,1,2,51,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07051,17,1,26,2,,Joe Loboy,1/26/2018 0:00,1,31,9,plus,Carla Milburn,1/25/2018 0:00,,,,,,1
1930,2017,D07,Kodiak Scallop Dredge,KNE3,KD 208,Standard,6/4/2017 0:00,Provider,850,9,1,2,51,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07051,18,1,26,2,,Joe Loboy,1/26/2018 0:00,1,27,9,plus,Carla Milburn,1/25/2018 0:00,,,,,,1
1931,2017,D07,Kodiak Scallop Dredge,KNE3,KD 208,Standard,6/4/2017 0:00,Provider,850,9,1,2,44,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07051,19,1,28,2,,Joe Loboy,1/26/2018 0:00,1,29,9,plus,Carla Milburn,1/25/2018 0:00,,,,,,1
1932,2017,D07,Kodiak Scallop Dredge,KNE3,KD 208,Standard,6/4/2017 0:00,Provider,850,9,1,2,48,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07051,20,1,22,2,,Joe Loboy,1/26/2018 0:00,1,28,9,plus,Carla Milburn,1/25/2018 0:00,,,,,,1
1933,2017,D07,Kodiak Scallop Dredge,KNE3,KC 209,Standard,6/4/2017 0:00,Provider,850,1,1,2,61,,3,,,,,,0,0,,A,,,JDM,,,,,2017D07052,11,1,29,2,,Joe Loboy,1/26/2018 0:00,1,31,9,plus,Carla Milburn,1/25/2018 0:00,,,,,,1
1934,2017,D07,Kodiak Scallop Dredge,KNE3,KC 209,Standard,6/4/2017 0:00,Provider,850,9,1,2,57,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07052,12,1,27,2,,Joe Loboy,1/26/2018 0:00,1,29,9,plus,Carla Milburn,1/25/2018 0:00,,,,,,1
1935,2017,D07,Kodiak Scallop Dredge,KNE3,KC 209,Standard,6/4/2017 0:00,Provider,850,9,1,2,56,,0,,,,,,0,0,,A,,,JDM,,,,,2017D07052,13,1,28,2,,Joe Loboy,1/26/2018 0:00,1,27,9,plus,Carla Milburn,1/25/2018 0:00,,,,,,1
1936,2017,D07,Kodiak Scallop Dredge,KNE3,KA 207,Standard,6/4/2017 0:00,Provider,850,1,1,1,169,,1,1,TopShell,0.53,64.04,86.58,0,0,G,A,,,JDM,,,,,2017D07053,1,14,27,3,,Joe Loboy,1/26/2018 0:00,13,26,9,,Carla Milburn,1/16/2018 0:00,,,,,,13
1937,2017,D07,Kodiak Scallop Dredge,KNE3,KA 207,Standard,6/4/2017 0:00,Provider,850,1,1,1,186,,1,1,TopShell,0.49,67.9,19.3,0,0,G,A,,,JDM,,,,,2017D07053,2,19,30,3,18? Difficult to interpret early years. ,Joe Loboy,1/26/2018 0:00,19,30,9,,Carla Milburn,1/16/2018 0:00,,,,,,19
1938,2017,D07,Kodiak Scallop Dredge,KNE3,KA 207,Standard,6/4/2017 0:00,Provider,850,2,1,1,117,,4,1,TopShell,0.14,18.36,,0,0,G,A,,,JDM,,,,,2017D07053,3,4,17,3,3? With 35mm first ,Joe Loboy,1/26/2018 0:00,3,18,9,,Carla Milburn,1/16/2018 0:00,,,,,,3
